Player,PTS,WS,HOF,VALUE,G,WS/48,Year,AST,STL,BLK,TOV,FG%,FT%,OWS,DWS,Pos,TRB,PPG,MVP,APG,SPG,BPG,TPG,RPG
Monte Towe,130.0,0.1,NOHOF,0,51.0,0.013000000000000001,1977.0,87.0,16.0,0.0,0.0,0.406,0.72,-0.3,0.4,PG,34.0,2.549019607843137,0,1.7058823529411764,0.3137254901960784,0.0,0.0,0.6666666666666666
Monti Davis,6.0,-0.2,NOHOF,0,4.0,-0.11966666666666666,1981.0,0.0,0.0,2.0,0.0,0.39999999999999997,0.2,-0.2,0.0,PF,8.0,1.5,0,0.0,0.0,0.5,0.0,2.0
Montrezl Harrell,667.0,5.0,NOHOF,0,97.0,0.1505,2016.0,81.0,31.0,53.0,61.0,0.648,0.575,3.8,1.2,PF,284.0,6.876288659793815,0,0.8350515463917526,0.31958762886597936,0.5463917525773195,0.6288659793814433,2.9278350515463916
Monty Williams,2952.0,11.5,NOHOF,0,487.0,0.008999999999999996,1995.0,552.0,257.0,139.0,572.0,0.4058181818181818,0.6476363636363636,3.3000000000000003,8.200000000000001,SF,1336.0,6.061601642710472,0,1.1334702258726899,0.5277207392197125,0.28542094455852157,1.1745379876796715,2.7433264887063653
Moochie Norris,2721.0,10.600000000000001,NOHOF,0,594.0,0.013733333333333335,1997.0,1443.0,403.0,27.0,648.0,0.35786666666666667,0.7194666666666667,3.300000000000001,7.2,PG,1033.0,4.58080808080808,0,2.4292929292929295,0.6784511784511784,0.045454545454545456,1.0909090909090908,1.739057239057239
Mookie Blaylock,11962.0,71.8,NOHOF,0,889.0,0.09684615384615383,1990.0,5972.0,2075.0,300.0,2067.0,0.4016153846153846,0.718153846153846,33.3,38.70000000000001,PG,3659.0,13.45556805399325,0,6.717660292463442,2.3340832395950506,0.3374578177727784,2.325084364454443,4.115860517435321
Morlon Wiley,1703.0,4.9,NOHOF,0,465.0,0.022875000000000003,1989.0,1181.0,392.0,25.0,491.0,0.4051874999999999,0.6874545454545454,0.5,4.4,PG,566.0,3.6623655913978497,0,2.539784946236559,0.843010752688172,0.053763440860215055,1.0559139784946237,1.217204301075269
Morris Almond,119.0,0.0,NOHOF,0,38.0,-0.013000000000000003,2008.0,12.0,12.0,4.0,19.0,0.3423333333333334,0.6026666666666667,-0.30000000000000004,0.30000000000000004,SG,46.0,3.1315789473684212,0,0.3157894736842105,0.3157894736842105,0.10526315789473684,0.5,1.2105263157894737
Morris Peterson,7628.0,35.699999999999996,NOHOF,0,711.0,0.079,2001.0,1090.0,639.0,136.0,716.0,0.41381818181818186,0.7409,22.1,13.499999999999998,SG,2483.0,10.728551336146273,0,1.5330520393811533,0.8987341772151899,0.19127988748241911,1.0070323488045008,3.492264416315049
Moses Malone*,28492.0,175.79999999999998,HOF,1,1411.0,0.1547142857142857,1977.0,1885.0,1156.0,1914.0,3804.0,0.47140000000000004,0.7612,117.99999999999999,57.9,C,17284.0,20.19277108433735,3,1.3359319631467044,0.8192771084337349,1.3564847625797307,2.6959603118355777,12.249468462083628
Mouhamed Sene,123.0,0.5,NOHOF,0,53.0,0.17659999999999998,2007.0,1.0,5.0,25.0,19.0,0.5412,0.727,0.1,0.4,C,89.0,2.3207547169811322,0,0.018867924528301886,0.09433962264150944,0.4716981132075472,0.3584905660377358,1.679245283018868
Muggsy Bogues,7205.0,55.90000000000001,NOHOF,0,950.0,0.0836875,1988.0,7057.0,1436.0,42.0,1538.0,0.417625,0.8557333333333333,35.5,20.3,PG,2450.0,7.58421052631579,0,7.428421052631579,1.5115789473684211,0.04421052631578947,1.6189473684210527,2.5789473684210527
Murray Mitchell,2.0,0.0,NOHOF,0,2.0,,1950.0,2.0,0.0,0.0,0.0,0.33299999999999996,,0.0,0.0,C,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0
Murray Wier,429.0,1.6,NOHOF,0,56.0,,1950.0,107.0,0.0,0.0,0.0,0.327,0.693,0.4,1.2,G,0.0,7.660714285714286,0,1.9107142857142858,0.0,0.0,0.0,0.0
Mustafa Shakur,52.0,-0.5,NOHOF,0,25.0,-0.2295,2011.0,29.0,5.0,3.0,20.0,0.17800000000000002,0.5165,-0.6,0.1,PG,22.0,2.08,0,1.16,0.2,0.12,0.8,0.88
Mychal Thompson,13748.0,61.80000000000001,NOHOF,0,1017.0,0.09657142857142856,1979.0,2256.0,746.0,1144.0,2238.0,0.49757142857142866,0.6708571428571429,26.900000000000002,34.8,C,7363.0,13.51819075712881,0,2.218289085545723,0.7335299901671584,1.1248770894788593,2.200589970501475,7.23992133726647
Mychel Thompson,18.0,-0.2,NOHOF,0,5.0,-0.079,2012.0,7.0,2.0,1.0,5.0,0.292,,-0.2,0.0,SG,5.0,3.6,0,1.4,0.4,0.2,1.0,1.0
Myles Patrick,5.0,0.0,NOHOF,0,3.0,-0.036000000000000004,1981.0,1.0,0.0,0.0,1.0,0.4,0.5,0.0,0.0,SF,2.0,1.6666666666666667,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666
Myles Turner,1792.0,11.1,NOHOF,0,141.0,0.13,2016.0,147.0,99.0,259.0,172.0,0.5045,0.768,5.1,6.0,C,919.0,12.709219858156029,0,1.0425531914893618,0.7021276595744681,1.8368794326241136,1.2198581560283688,6.5177304964539005
Myron Brown,9.0,0.0,NOHOF,0,4.0,0.032,1992.0,6.0,1.0,0.0,4.0,0.667,,0.0,0.0,PG,3.0,2.25,0,1.5,0.25,0.0,1.0,0.75
Myron Jackson,11.0,0.0,NOHOF,0,8.0,-0.10400000000000001,1987.0,6.0,1.0,0.0,5.0,0.222,0.875,-0.1,0.0,PG,3.0,1.375,0,0.75,0.125,0.0,0.625,0.375
Nando De,630.0,3.3,NOHOF,0,166.0,0.09225,2013.0,268.0,85.0,18.0,151.0,0.41825,0.87475,0.6000000000000001,2.8,SG,284.0,3.7951807228915664,0,1.6144578313253013,0.5120481927710844,0.10843373493975904,0.9096385542168675,1.7108433734939759
Nat Clifton*,5444.0,15.000000000000002,HOF,1,544.0,0.05028571428571429,1951.0,1367.0,0.0,0.0,0.0,0.36100000000000004,0.636625,-0.8999999999999997,15.799999999999999,PF,4469.0,10.007352941176471,0,2.5128676470588234,0.0,0.0,0.0,8.215073529411764
Nate Blackwell,37.0,-0.1,NOHOF,0,10.0,-0.045,1988.0,18.0,3.0,0.0,8.0,0.366,0.833,-0.1,0.0,PG,6.0,3.7,0,1.8,0.3,0.0,0.8,0.6
Nate Bowman,702.0,1.4000000000000001,NOHOF,0,243.0,0.028800000000000003,1967.0,162.0,0.0,0.0,0.0,0.3882,0.5874,-2.3,3.6999999999999997,C,791.0,2.888888888888889,0,0.6666666666666666,0.0,0.0,0.0,3.2551440329218106
Nate DeLong,64.0,0.8,NOHOF,0,17.0,0.309,1952.0,14.0,0.0,0.0,0.0,0.47600000000000003,0.6859999999999999,0.7,0.1,C,31.0,3.764705882352941,0,0.8235294117647058,0.0,0.0,0.0,1.8235294117647058
Nate Driggers,36.0,-0.2,NOHOF,0,15.0,-0.059000000000000004,1997.0,6.0,3.0,2.0,6.0,0.302,0.7140000000000001,-0.2,0.0,SG,22.0,2.4,0,0.4,0.2,0.13333333333333333,0.4,1.4666666666666666
Nate Hawthorne,882.0,1.7000000000000002,NOHOF,0,162.0,0.037,1974.0,108.0,72.0,42.0,0.0,0.4166666666666667,0.65,0.0,1.7000000000000002,SG,333.0,5.444444444444445,0,0.6666666666666666,0.4444444444444444,0.25925925925925924,0.0,2.0555555555555554
Nate Huffman,23.0,0.1,NOHOF,0,7.0,0.04,2003.0,5.0,1.0,3.0,3.0,0.36,0.625,0.0,0.1,C,23.0,3.2857142857142856,0,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.42857142857142855,3.2857142857142856
Nate Johnston,92.0,0.2,NOHOF,0,42.0,0.03866666666666666,1990.0,2.0,6.0,16.0,12.0,0.37233333333333335,0.7760000000000001,-0.2,0.30000000000000004,PF-SF,46.0,2.1904761904761907,0,0.047619047619047616,0.14285714285714285,0.38095238095238093,0.2857142857142857,1.0952380952380953
Nate McMillan,4733.0,50.2,NOHOF,0,796.0,0.1215,1987.0,4893.0,1544.0,356.0,1486.0,0.43358333333333327,0.6726666666666667,19.1,31.1,PG,3222.0,5.9459798994974875,0,6.146984924623116,1.9396984924623115,0.4472361809045226,1.8668341708542713,4.047738693467337
Nate Robinson,8013.0,31.400000000000002,NOHOF,0,775.0,0.06729411764705884,2006.0,2197.0,641.0,54.0,1047.0,0.37476470588235294,0.7694375,19.5,11.899999999999999,PG,1696.0,10.339354838709678,0,2.8348387096774195,0.8270967741935484,0.0696774193548387,1.350967741935484,2.1883870967741936
Nate Thurmond*,14783.0,80.30000000000001,HOF,1,1042.0,0.10025,1964.0,2669.0,147.0,651.0,0.0,0.41956250000000006,0.6283125,16.099999999999994,64.5,PF,14879.0,14.187140115163148,0,2.5614203454894433,0.14107485604606526,0.6247600767754319,0.0,14.279270633397314
Nate Williams,9563.0,29.8,NOHOF,0,800.0,0.08399999999999998,1972.0,1182.0,697.0,200.0,259.0,0.45875,0.81475,13.9,15.700000000000001,SG,3010.0,11.95375,0,1.4775,0.87125,0.25,0.32375,3.7625
Nate Wolters,501.0,0.9000000000000001,NOHOF,0,100.0,-0.021,2014.0,229.0,51.0,19.0,83.0,0.37075,0.43474999999999997,0.10000000000000003,0.7000000000000001,PG,217.0,5.01,0,2.29,0.51,0.19,0.83,2.17
Nathan Jawai,126.0,0.19999999999999998,NOHOF,0,45.0,-0.101,2009.0,24.0,10.0,9.0,29.0,0.34550000000000003,0.684,-0.1,0.2,PF,106.0,2.8,0,0.5333333333333333,0.2222222222222222,0.2,0.6444444444444445,2.3555555555555556
Nazr Mohammed,8765.0,51.0,NOHOF,0,1377.0,0.09071428571428572,1999.0,559.0,649.0,928.0,1358.0,0.47864285714285726,0.6153214285714286,18.5,32.70000000000001,C,6937.0,6.365286855482934,0,0.4059549745824256,0.4713144517066086,0.6739288307915758,0.9862018881626725,5.037763253449528
Ndudi Ebi,40.0,0.1,NOHOF,0,19.0,0.029499999999999995,2004.0,4.0,1.0,5.0,6.0,0.47650000000000003,0.403,0.0,0.1,SF,19.0,2.1052631578947367,0,0.21052631578947367,0.05263157894736842,0.2631578947368421,0.3157894736842105,1.0
Neal Walk,7639.0,31.599999999999994,NOHOF,0,635.0,0.08550000000000002,1970.0,1337.0,177.0,128.0,0.0,0.44989999999999997,0.788,15.7,16.000000000000004,C,4731.0,12.029921259842519,0,2.105511811023622,0.27874015748031494,0.2015748031496063,0.0,7.4503937007874015
Negele Knight,2493.0,7.2,NOHOF,0,388.0,0.012300000000000002,1991.0,1104.0,178.0,46.0,500.0,0.4122,0.7306666666666666,3.3000000000000003,3.8000000000000003,PG,515.0,6.425257731958763,0,2.845360824742268,0.4587628865979381,0.11855670103092783,1.288659793814433,1.327319587628866
Neil Johnson,798.0,1.9000000000000001,NOHOF,0,202.0,0.0005000000000000004,1967.0,217.0,0.0,0.0,0.0,0.3935,0.6074999999999999,0.8999999999999999,1.1,PF,685.0,3.9504950495049505,0,1.0742574257425743,0.0,0.0,0.0,3.391089108910891
Neil Johnston*,10023.0,92.0,HOF,1,516.0,0.21837499999999999,1952.0,1269.0,0.0,0.0,0.0,0.43437499999999996,0.7631249999999999,74.0,18.2,C,5856.0,19.424418604651162,0,2.4593023255813953,0.0,0.0,0.0,11.348837209302326
Nelson Bobb,1052.0,6.1000000000000005,NOHOF,0,227.0,0.0615,1950.0,488.0,0.0,0.0,0.0,0.34624999999999995,0.606,2.3,3.5,PG,405.0,4.634361233480176,0,2.149779735682819,0.0,0.0,0.0,1.7841409691629957
Nemanja Bjelica,711.0,3.4,NOHOF,0,125.0,0.073,2016.0,162.0,66.0,41.0,106.0,0.44599999999999995,0.7324999999999999,2.0,1.5,PF,454.0,5.688,0,1.296,0.528,0.328,0.848,3.632
Nemanja Nedovic,26.0,-0.4,NOHOF,0,24.0,-0.132,2014.0,13.0,0.0,1.0,13.0,0.205,0.875,-0.5,0.1,SG,15.0,1.0833333333333333,0,0.5416666666666666,0.0,0.041666666666666664,0.5416666666666666,0.625
Nenad Krstic,4785.0,25.5,NOHOF,0,490.0,0.09877777777777778,2005.0,373.0,188.0,311.0,553.0,0.4947777777777778,0.7476666666666667,11.2,14.200000000000001,PF,2596.0,9.76530612244898,0,0.7612244897959184,0.3836734693877551,0.6346938775510204,1.1285714285714286,5.297959183673469
Nene Hilario,10953.0,71.90000000000002,NOHOF,0,910.0,0.04594117647058825,2003.0,1728.0,1037.0,731.0,1735.0,0.5084705882352942,0.6492499999999999,36.2,35.800000000000004,C,5819.0,12.036263736263736,0,1.8989010989010988,1.1395604395604395,0.8032967032967033,1.9065934065934067,6.394505494505495
Nerlens Noel,2381.0,15.0,NOHOF,0,244.0,0.1404,2015.0,350.0,381.0,344.0,406.0,0.5528000000000001,0.6567999999999999,4.2,10.8,C,1741.0,9.758196721311476,0,1.4344262295081966,1.5614754098360655,1.4098360655737705,1.6639344262295082,7.135245901639344
Nick Anderson,11529.0,55.29999999999999,NOHOF,0,800.0,0.0826923076923077,1990.0,2087.0,1114.0,364.0,1358.0,0.4176153846153846,0.62875,27.6,27.8,SG,4064.0,14.41125,0,2.60875,1.3925,0.455,1.6975,5.08
Nick Calathes,590.0,2.6,NOHOF,0,129.0,0.0635,2014.0,353.0,129.0,13.0,162.0,0.43900000000000006,0.572,-0.5,3.1,SG,243.0,4.573643410852713,0,2.7364341085271318,1.0,0.10077519379844961,1.255813953488372,1.8837209302325582
Nick Collison,5328.0,44.3,NOHOF,0,895.0,0.11538461538461539,2005.0,935.0,446.0,469.0,871.0,0.5401538461538461,0.714,26.500000000000004,18.0,C,4680.0,5.953072625698324,0,1.0446927374301676,0.4983240223463687,0.524022346368715,0.9731843575418995,5.229050279329609
Nick Fazekas,214.0,1.6,NOHOF,0,52.0,0.10733333333333334,2008.0,22.0,16.0,22.0,26.0,0.5106666666666667,0.682,1.0,0.7,PF,178.0,4.115384615384615,0,0.4230769230769231,0.3076923076923077,0.4230769230769231,0.5,3.423076923076923
Nick Johnson,74.0,-0.1,NOHOF,0,28.0,-0.02,2015.0,11.0,7.0,3.0,19.0,0.34700000000000003,0.68,-0.4,0.2,SG,39.0,2.642857142857143,0,0.39285714285714285,0.25,0.10714285714285714,0.6785714285714286,1.3928571428571428
Nick Jones,1003.0,2.2,NOHOF,0,188.0,0.04566666666666667,1968.0,247.0,0.0,0.0,0.0,0.40633333333333327,0.7893333333333333,0.4,1.7,PG,216.0,5.335106382978723,0,1.3138297872340425,0.0,0.0,0.0,1.148936170212766
Nick Mantis,451.0,-1.3,NOHOF,0,94.0,-0.06925,1960.0,175.0,0.0,0.0,0.0,0.35624999999999996,0.496,-1.8000000000000003,0.5,SG,176.0,4.797872340425532,0,1.8617021276595744,0.0,0.0,0.0,1.872340425531915
Nick Van,13980.0,60.3,NOHOF,0,952.0,0.08826666666666667,1994.0,6255.0,770.0,103.0,2006.0,0.4041333333333334,0.7860666666666667,47.8,12.3,PG,2799.0,14.684873949579831,0,6.570378151260504,0.8088235294117647,0.10819327731092437,2.107142857142857,2.9401260504201683
Nick Vanos,222.0,-0.10000000000000003,NOHOF,0,68.0,-0.040999999999999995,1986.0,59.0,21.0,28.0,68.0,0.365,0.496,-1.0,0.8999999999999999,C,240.0,3.264705882352941,0,0.8676470588235294,0.3088235294117647,0.4117647058823529,1.0,3.5294117647058822
Nick Weatherspoon,4797.0,17.8,NOHOF,0,515.0,0.061777777777777786,1974.0,471.0,396.0,173.0,319.0,0.4406666666666667,0.7043333333333334,5.3,12.500000000000002,SF,2660.0,9.314563106796117,0,0.9145631067961165,0.7689320388349514,0.3359223300970874,0.6194174757281553,5.165048543689321
Nick Young,8483.0,18.9,NOHOF,0,698.0,0.05125,2008.0,705.0,400.0,144.0,753.0,0.41066666666666657,0.8365,14.899999999999999,4.2,SG,1433.0,12.153295128939828,0,1.010028653295129,0.5730659025787965,0.20630372492836677,1.0787965616045845,2.0530085959885387
Nicolas Batum,7600.0,47.00000000000001,NOHOF,0,628.0,0.11877777777777777,2009.0,2304.0,594.0,426.0,1179.0,0.4431111111111111,0.8378888888888889,26.5,20.3,SF,3341.0,12.101910828025478,0,3.6687898089171975,0.945859872611465,0.678343949044586,1.877388535031847,5.320063694267516
Nicolas Brussino,150.0,0.6,NOHOF,0,54.0,0.055,2017.0,47.0,17.0,8.0,26.0,0.369,0.773,0.0,0.6,SF,95.0,2.7777777777777777,0,0.8703703703703703,0.3148148148148148,0.14814814814814814,0.48148148148148145,1.7592592592592593
Nicolas Laprovittola,59.0,0.2,NOHOF,0,18.0,0.044000000000000004,2017.0,28.0,4.0,1.0,19.0,0.426,1.0,0.0,0.2,PG,10.0,3.2777777777777777,0,1.5555555555555556,0.2222222222222222,0.05555555555555555,1.0555555555555556,0.5555555555555556
Nik Stauskas,1692.0,2.4,NOHOF,0,226.0,0.021333333333333333,2015.0,393.0,109.0,69.0,262.0,0.38199999999999995,0.8143333333333332,0.4,2.0999999999999996,SG,497.0,7.486725663716814,0,1.738938053097345,0.4823008849557522,0.3053097345132743,1.1592920353982301,2.1991150442477876
Nikita Wilson,19.0,-0.1,NOHOF,0,15.0,-0.099,1988.0,3.0,0.0,0.0,5.0,0.304,0.833,-0.2,0.0,SF,11.0,1.2666666666666666,0,0.2,0.0,0.0,0.3333333333333333,0.7333333333333333
Nikola Jokic,2017.0,16.4,NOHOF,0,153.0,0.207,2016.0,548.0,140.0,106.0,275.0,0.5449999999999999,0.818,12.2,4.2,C,1278.0,13.183006535947712,0,3.581699346405229,0.9150326797385621,0.6928104575163399,1.7973856209150327,8.352941176470589
Nikola Mirotic,2354.0,13.399999999999999,NOHOF,0,218.0,0.12933333333333333,2015.0,272.0,165.0,156.0,270.0,0.4083333333333334,0.7943333333333333,6.1,7.4,PF,1150.0,10.79816513761468,0,1.2477064220183487,0.7568807339449541,0.7155963302752294,1.238532110091743,5.275229357798165
Nikola Pekovic,3405.0,18.8,NOHOF,0,271.0,0.09733333333333331,2011.0,199.0,140.0,151.0,414.0,0.49099999999999994,0.7723333333333334,13.5,5.2,C,1807.0,12.564575645756458,0,0.7343173431734318,0.5166051660516605,0.5571955719557196,1.5276752767527675,6.667896678966789
Nikola Vucevic,5807.0,28.099999999999998,NOHOF,0,399.0,0.11233333333333333,2012.0,812.0,325.0,358.0,674.0,0.4961666666666667,0.6919999999999998,12.900000000000002,15.2,C,3954.0,14.553884711779448,0,2.0350877192982457,0.8145363408521303,0.8972431077694235,1.6892230576441103,9.909774436090226
Nikoloz Tskitishvili,593.0,-2.2,NOHOF,0,224.0,-0.08787500000000001,2003.0,127.0,55.0,63.0,151.0,0.310125,0.6404285714285713,-4.399999999999999,2.5000000000000004,SF,370.0,2.6473214285714284,0,0.5669642857142857,0.24553571428571427,0.28125,0.6741071428571429,1.6517857142857142
Noah Vonleh,693.0,3.5,NOHOF,0,177.0,0.067,2015.0,65.0,61.0,62.0,125.0,0.4323333333333334,0.6916666666666668,0.7,2.7,PF,778.0,3.9152542372881354,0,0.3672316384180791,0.3446327683615819,0.3502824858757062,0.7062146892655368,4.395480225988701
Noble Jorgensen,2925.0,17.6,NOHOF,0,316.0,0.1185,1950.0,411.0,0.0,0.0,0.0,0.36883333333333335,0.7275,11.399999999999999,6.199999999999999,C,1200.0,9.25632911392405,0,1.3006329113924051,0.0,0.0,0.0,3.7974683544303796
Noel Felix,18.0,-0.3,NOHOF,0,12.0,-0.19699999999999998,2006.0,2.0,2.0,3.0,8.0,0.24,0.625,-0.3,0.0,SF,13.0,1.5,0,0.16666666666666666,0.16666666666666666,0.25,0.6666666666666666,1.0833333333333333
Nolan Smith,277.0,-0.8,NOHOF,0,84.0,-0.055499999999999994,2012.0,97.0,25.0,4.0,71.0,0.37,0.7140000000000001,-1.2,0.4,PG,83.0,3.2976190476190474,0,1.1547619047619047,0.2976190476190476,0.047619047619047616,0.8452380952380952,0.9880952380952381
Norm Cook,65.0,-0.1,NOHOF,0,27.0,0.0205,1977.0,6.0,10.0,3.0,0.0,0.354,0.529,-0.3,0.2,SF,30.0,2.4074074074074074,0,0.2222222222222222,0.37037037037037035,0.1111111111111111,0.0,1.1111111111111112
Norm Grekin,0.0,0.0,NOHOF,0,1.0,0.01,1954.0,0.0,0.0,0.0,0.0,,,0.0,0.0,F,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
Norm Mager,124.0,0.0,NOHOF,0,24.0,,1951.0,23.0,0.0,0.0,0.0,0.282,0.7859999999999999,-0.3,0.3,F,47.0,5.166666666666667,0,0.9583333333333334,0.0,0.0,0.0,1.9583333333333333
Norm Nixon,12065.0,47.5,NOHOF,0,768.0,0.0765,1978.0,6386.0,1187.0,71.0,2368.0,0.47779999999999995,0.7685000000000001,31.099999999999998,16.500000000000004,PG,1991.0,15.709635416666666,0,8.315104166666666,1.5455729166666667,0.09244791666666667,3.0833333333333335,2.5924479166666665
Norm Richardson,60.0,0.1,NOHOF,0,22.0,-0.17366666666666664,2002.0,4.0,0.0,0.0,6.0,0.2733333333333334,0.667,0.1,0.0,SG,16.0,2.727272727272727,0,0.18181818181818182,0.0,0.0,0.2727272727272727,0.7272727272727273
Norm Stewart,10.0,-0.1,NOHOF,0,5.0,-0.157,1957.0,2.0,0.0,0.0,0.0,0.267,0.33299999999999996,-0.1,0.0,F,5.0,2.0,0,0.4,0.0,0.0,0.0,1.0
Norm Swanson,100.0,-0.4,NOHOF,0,63.0,-0.034,1954.0,33.0,0.0,0.0,0.0,0.226,0.594,-1.3,0.9,SF,110.0,1.5873015873015872,0,0.5238095238095238,0.0,0.0,0.0,1.746031746031746
Norm Van,9675.0,55.6,NOHOF,0,825.0,0.08383333333333333,1970.0,5759.0,767.0,71.0,249.0,0.40724999999999995,0.7865000000000001,16.400000000000006,39.00000000000001,PG,3953.0,11.727272727272727,0,6.9806060606060605,0.9296969696969697,0.08606060606060606,0.3018181818181818,4.791515151515152
Norman Black,8.0,-0.1,NOHOF,0,3.0,-0.133,1981.0,2.0,1.0,0.0,1.0,0.3,0.25,-0.1,0.0,SG,2.0,2.6666666666666665,0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
Norman Powell,909.0,4.4,NOHOF,0,125.0,0.10099999999999999,2016.0,129.0,80.0,24.0,102.0,0.4365,0.8015,2.0999999999999996,2.2,SG,279.0,7.272,0,1.032,0.64,0.192,0.816,2.232
Normie Glick,2.0,0.1,NOHOF,0,1.0,,1950.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,F,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0
Norris Cole,3079.0,4.300000000000001,NOHOF,0,435.0,0.015750000000000004,2012.0,1236.0,337.0,49.0,616.0,0.397875,0.745,-2.7000000000000006,7.3,PG,861.0,7.07816091954023,0,2.8413793103448275,0.774712643678161,0.11264367816091954,1.4160919540229886,1.9793103448275862
Norris Coleman,153.0,-0.4,NOHOF,0,29.0,-0.046,1988.0,13.0,11.0,6.0,16.0,0.34600000000000003,0.556,-0.8,0.4,SF,81.0,5.275862068965517,0,0.4482758620689655,0.3793103448275862,0.20689655172413793,0.5517241379310345,2.793103448275862
Norton Barnhill,4.0,0.0,NOHOF,0,4.0,-0.198,1977.0,1.0,0.0,0.0,0.0,0.33299999999999996,,0.0,0.0,SG,3.0,1.0,0,0.25,0.0,0.0,0.0,0.75
O.J. Mayo,7574.0,21.900000000000002,NOHOF,0,547.0,0.05500000000000001,2009.0,1607.0,559.0,141.0,1130.0,0.42,0.812875,10.1,11.6,SG,1706.0,13.846435100548446,0,2.9378427787934185,1.0219378427787935,0.2577696526508227,2.0658135283363803,3.118829981718464
Obinna Ekezie,611.0,2.1999999999999997,NOHOF,0,176.0,-0.029333333333333333,2000.0,40.0,43.0,32.0,109.0,0.3406666666666667,0.7083999999999999,1.1,0.9,PF,461.0,3.471590909090909,0,0.22727272727272727,0.24431818181818182,0.18181818181818182,0.6193181818181818,2.6193181818181817
Odie Spears,3630.0,24.4,NOHOF,0,422.0,0.11400000000000002,1950.0,820.0,0.0,0.0,0.0,0.3677142857142857,0.7864285714285714,13.099999999999998,11.4,SF,1409.0,8.601895734597157,0,1.9431279620853081,0.0,0.0,0.0,3.338862559241706
Odis Allison,67.0,-0.6,NOHOF,0,36.0,-0.18100000000000002,1972.0,10.0,0.0,0.0,0.0,0.218,0.541,-0.9,0.3,SF,45.0,1.8611111111111112,0,0.2777777777777778,0.0,0.0,0.0,1.25
Ognjen Kuzmic,35.0,0.3,NOHOF,0,37.0,0.07300000000000001,2014.0,8.0,5.0,5.0,15.0,0.526,0.7275,0.0,0.2,C,38.0,0.9459459459459459,0,0.21621621621621623,0.13513513513513514,0.13513513513513514,0.40540540540540543,1.027027027027027
Okaro White,98.0,0.6,NOHOF,0,35.0,0.066,2017.0,21.0,10.0,10.0,18.0,0.379,0.909,0.1,0.5,PF,82.0,2.8,0,0.6,0.2857142857142857,0.2857142857142857,0.5142857142857142,2.342857142857143
Olden Polynice,9832.0,57.2,NOHOF,0,1205.0,0.06773684210526316,1988.0,827.0,601.0,750.0,1336.0,0.5123888888888888,0.5105555555555555,26.199999999999996,30.9,C,8472.0,8.159336099585062,0,0.6863070539419087,0.4987551867219917,0.6224066390041494,1.1087136929460581,7.030705394190871
Oleksiy Pecherov,438.0,0.6,NOHOF,0,111.0,0.029333333333333333,2008.0,20.0,21.0,22.0,59.0,0.38266666666666665,0.7929999999999998,-0.09999999999999998,0.7000000000000001,C,266.0,3.945945945945946,0,0.18018018018018017,0.1891891891891892,0.1981981981981982,0.5315315315315315,2.3963963963963963
Oliver Lafayette,7.0,0.0,NOHOF,0,1.0,0.098,2010.0,2.0,0.0,0.0,1.0,0.5,,0.0,0.0,SG,4.0,7.0,0,2.0,0.0,0.0,1.0,4.0
Oliver Miller,3919.0,22.999999999999996,NOHOF,0,554.0,0.08172727272727273,1993.0,1148.0,502.0,821.0,1011.0,0.5245454545454545,0.6416000000000001,5.800000000000001,16.900000000000002,C,3199.0,7.074007220216607,0,2.072202166064982,0.9061371841155235,1.4819494584837545,1.8249097472924187,5.774368231046932
Oliver Robinson,101.0,0.1,NOHOF,0,35.0,0.018000000000000002,1983.0,21.0,4.0,2.0,13.0,0.361,0.667,0.0,0.1,SG,17.0,2.8857142857142857,0,0.6,0.11428571428571428,0.05714285714285714,0.37142857142857144,0.4857142857142857
Ollie Johnson,5842.0,29.5,NOHOF,0,763.0,0.09116666666666666,1973.0,1322.0,514.0,257.0,355.0,0.49591666666666673,0.8405833333333333,18.400000000000002,11.4,SF,2523.0,7.656618610747051,0,1.7326343381389253,0.6736566186107471,0.33682830930537355,0.46526867627785057,3.3066841415465267
Ollie Mack,1788.0,5.1000000000000005,NOHOF,0,243.0,0.021999999999999992,1980.0,446.0,165.0,21.0,214.0,0.40585714285714286,0.6651428571428573,3.4,1.9000000000000001,SG,620.0,7.3580246913580245,0,1.8353909465020577,0.6790123456790124,0.08641975308641975,0.8806584362139918,2.551440329218107
Olumide Oyedeji,127.0,1.1,NOHOF,0,93.0,0.09633333333333333,2001.0,11.0,16.0,15.0,30.0,0.48600000000000004,0.6656666666666666,0.4,0.8,C,196.0,1.3655913978494623,0,0.11827956989247312,0.17204301075268819,0.16129032258064516,0.3225806451612903,2.10752688172043
Omar Cook,37.0,-0.1,NOHOF,0,22.0,-0.0005000000000000004,2004.0,46.0,16.0,1.0,16.0,0.338,0.5,-0.3,0.2,PG,13.0,1.6818181818181819,0,2.090909090909091,0.7272727272727273,0.045454545454545456,0.7272727272727273,0.5909090909090909
